type,non-vacant energy (eV),initial energy (eV),saddle point (eV),final energy (eV),energy barrier (eV)
3,-8502.01543,-8495.5667,-8494.4428,-8495.5244,1.1238999999986845
2,-8502.01543,-8495.5667,-8494.3265,-8495.6001,1.2402000000001863
3,-8502.01543,-8495.5667,-8494.3651,-8495.5765,1.201599999998507
3,-8502.01543,-8495.5667,-8494.6717,-8495.7317,0.8949999999986176
2,-8502.01543,-8495.5667,-8494.3663,-8495.5947,1.2003999999997177
3,-8502.01543,-8495.5667,-8494.2432,-8495.4612,1.323499999998603
3,-8502.01543,-8495.5667,-8494.3236,-8495.5178,1.2430999999996857
3,-8502.01543,-8495.5667,-8494.3198,-8495.6046,1.246900000000096
2,-8502.01543,-8496.3203,-8494.8652,-8496.2932,1.45509999999922
3,-8502.01543,-8496.3203,-8495.1513,-8496.5467,1.168999999999869
2,-8502.01543,-8496.3203,-8495.3549,-8496.5531,0.9653999999991356
1,-8502.01543,-8496.3203,-8495.2575,-8496.3104,1.0627999999996973
3,-8502.01543,-8496.3203,-8495.4354,-8496.4914,0.8848999999991065
3,-8502.01543,-8496.3203,-8495.1787,-8496.3176,1.1415999999990163
2,-8502.01543,-8496.3203,-8494.8023,-8496.414,1.518000000000029
1,-8502.01543,-8496.3203,-8495.2609,-8496.3576,1.059400000000096
3,-8502.01543,-8496.3203,-8495.3064,-8496.4898,1.0138999999999214
1,-8502.01543,-8496.3203,-8495.3666,-8496.3981,0.9537000000000262
2,-8502.01543,-8496.3203,-8495.4876,-8496.628,0.8326999999990221
2,-8502.01543,-8496.3203,-8495.1883,-8496.559,1.131999999999607
2,-8502.01543,-8495.5217,-8494.104,-8495.3985,1.417699999999968
2,-8502.01543,-8495.5217,-8494.1074,-8495.4563,1.4142999999985477
1,-8502.01543,-8495.5217,-8494.5504,-8495.6234,0.9712999999992462
3,-8502.01543,-8495.5217,-8494.3527,-8495.5062,1.168999999999869
3,-8502.01543,-8495.5217,-8494.4907,-8495.7721,1.0309999999990396
2,-8502.01543,-8495.5217,-8494.3359,-8495.6511,1.1857999999992899
3,-8502.01543,-8495.5217,-8494.3341,-8495.4695,1.1875999999992928
1,-8502.01543,-8495.5217,-8494.2372,-8495.4964,1.2844999999997526
3,-8502.01543,-8495.5217,-8494.6302,-8495.62,0.8914999999997235
2,-8502.01543,-8495.5217,-8494.5654,-8495.5873,0.9562999999998283
3,-8502.01543,-8495.5217,-8494.4408,-8495.4935,1.0808999999990192
2,-8502.01543,-8495.5217,-8494.5697,-8495.4419,0.9519999999993161
2,-8502.01543,-8495.6441,-8494.6202,-8496.014,1.0239000000001397
3,-8502.01543,-8495.6441,-8494.5225,-8495.8091,1.1216000000003987
1,-8502.01543,-8495.6441,-8494.7561,-8495.714,0.8879999999990105
2,-8502.01543,-8495.6441,-8494.3779,-8495.7329,1.2662000000000262
1,-8502.01543,-8495.6441,-8494.5142,-8495.6814,1.1298999999999069
3,-8502.01543,-8495.6441,-8494.4064,-8495.5936,1.237699999999677
3,-8502.01543,-8495.6441,-8494.3566,-8495.6945,1.2875000000003638
2,-8502.01543,-8495.6441,-8494.4668,-8495.7506,1.1772999999993772
2,-8502.01543,-8495.6441,-8494.3633,-8495.5827,1.280799999998635
3,-8502.01543,-8495.6441,-8494.4092,-8495.6632,1.2348999999994703
3,-8502.01543,-8495.6441,-8494.617,-8495.6606,1.0270999999993364
2,-8502.01543,-8495.6441,-8494.5187,-8495.5927,1.12539999999899
1,-8502.01543,-8495.7865,-8494.6473,-8495.7673,1.1391999999996187
3,-8502.01543,-8495.7865,-8494.5386,-8495.7097,1.2479000000002998
1,-8502.01543,-8495.7865,-8494.9684,-8495.8593,0.8181000000004133
1,-8502.01543,-8495.7865,-8494.8906,-8495.8858,0.8958999999995285
3,-8502.01543,-8495.7865,-8494.5246,-8495.7093,1.261899999999514
1,-8502.01543,-8495.7865,-8494.7935,-8495.7992,0.9930000000003929
3,-8502.01543,-8495.7865,-8494.2678,-8495.5661,1.5187000000005355
1,-8502.01543,-8495.7865,-8494.6972,-8495.7292,1.0892999999996391
1,-8502.01543,-8495.7865,-8494.7464,-8495.7395,1.040100000000166
2,-8502.01543,-8495.7865,-8494.4372,-8495.5951,1.3492999999998574
3,-8502.01543,-8495.7865,-8494.3129,-8495.4733,1.473599999999351
3,-8502.01543,-8495.7865,-8494.6113,-8495.7339,1.175199999999677
3,-8502.01543,-8495.4941,-8494.489,-8495.5094,1.0051000000003114
3,-8502.01543,-8495.4941,-8494.1988,-8495.4984,1.29529999999977
1,-8502.01543,-8495.4941,-8494.2965,-8495.6373,1.197599999999511
3,-8502.01543,-8495.4941,-8494.4047,-8495.5599,1.0894000000007509
3,-8502.01543,-8495.4941,-8494.3636,-8495.4608,1.1304999999993015
3,-8502.01543,-8495.4941,-8494.2425,-8495.51,1.2515999999995984
3,-8502.01543,-8495.4941,-8494.3186,-8495.6088,1.1754999999993743
3,-8502.01543,-8495.4941,-8494.2737,-8495.6956,1.2204000000001543
3,-8502.01543,-8495.4941,-8494.0632,-8495.6505,1.430899999999383
3,-8502.01543,-8495.4941,-8494.1565,-8495.4726,1.337600000000748
3,-8502.01543,-8495.4941,-8494.2973,-8495.5059,1.1967999999997119
3,-8502.01543,-8495.4941,-8494.3861,-8495.5814,1.1080000000001746
3,-8502.01543,-8495.6449,-8494.5389,-8495.4087,1.1059999999997672
2,-8502.01543,-8495.6449,-8494.3954,-8495.5749,1.2494999999998981
2,-8502.01543,-8495.6449,-8494.4903,-8495.4181,1.1545999999998457
2,-8502.01543,-8495.6449,-8494.6253,-8495.453,1.0195999999996275
3,-8502.01543,-8495.6449,-8494.4138,-8495.6682,1.23109999999906
2,-8502.01543,-8495.6449,-8494.4944,-8495.6356,1.150499999999738
1,-8502.01543,-8495.6449,-8494.6016,-8495.5803,1.0432999999993626
2,-8502.01543,-8495.6449,-8494.5679,-8495.6151,1.076999999999316
1,-8502.01543,-8495.6449,-8494.5016,-8495.7528,1.1432999999997264
1,-8502.01543,-8495.6449,-8494.7069,-8495.6096,0.9380000000001019
2,-8502.01543,-8495.6449,-8494.7093,-8495.5873,0.9355999999988853
2,-8502.01543,-8495.6449,-8494.2626,-8495.5086,1.3822999999993044
3,-8502.01543,-8495.8011,-8494.7502,-8495.9598,1.0509000000001834
2,-8502.01543,-8495.8011,-8494.5645,-8495.9878,1.2366000000001804
1,-8502.01543,-8495.8011,-8494.6699,-8495.7542,1.131199999999808
3,-8502.01543,-8495.8011,-8494.6392,-8495.8416,1.1619000000009692
2,-8502.01543,-8495.8011,-8494.485,-8495.7943,1.3161000000000058
1,-8502.01543,-8495.8011,-8494.7194,-8495.68,1.0817000000006374
2,-8502.01543,-8495.8011,-8494.8596,-8496.0526,0.9415000000008149
3,-8502.01543,-8495.8011,-8494.7601,-8495.9009,1.0410000000010768
1,-8502.01543,-8495.8011,-8494.9795,-8495.7709,0.8216000000011263
1,-8502.01543,-8495.8011,-8494.7497,-8495.7867,1.0514000000002852
1,-8502.01543,-8495.8011,-8494.7506,-8495.6916,1.0505000000011933
3,-8502.01543,-8495.8011,-8494.6657,-8495.9955,1.1354000000010274
3,-8502.01543,-8495.7259,-8494.3527,-8495.5125,1.373199999999997
3,-8502.01543,-8495.7259,-8494.5635,-8495.6361,1.162399999999252
3,-8502.01543,-8495.7259,-8494.2697,-8495.499,1.4561999999987165
1,-8502.01543,-8495.7259,-8494.5331,-8495.6663,1.192799999998897
1,-8502.01543,-8495.7259,-8494.7652,-8495.8785,0.9606999999996333
1,-8502.01543,-8495.7259,-8494.8954,-8495.7946,0.8305000000000291
1,-8502.01543,-8495.7259,-8494.6723,-8495.7556,1.0535999999992782
1,-8502.01543,-8495.7259,-8494.6155,-8495.793,1.1103999999995722
2,-8502.01543,-8495.7259,-8494.2506,-8495.4469,1.4753000000000611
3,-8502.01543,-8495.7259,-8494.5337,-8495.242,1.1921999999995023
2,-8502.01543,-8495.7259,-8494.5488,-8495.7004,1.1770999999989726
3,-8502.01543,-8495.7259,-8494.7126,-8495.5638,1.0132999999987078
2,-8502.01543,-8496.3273,-8495.2036,-8496.4113,1.123700000000099
2,-8502.01543,-8496.3273,-8495.195,-8496.3144,1.1323000000011234
2,-8502.01543,-8496.3273,-8494.8723,-8496.3413,1.4549999999999272
1,-8502.01543,-8496.3273,-4224.7786,-8496.4497,4271.548700000001
1,-8502.01543,-8496.3273,-8495.6882,-8496.4302,0.639100000000326
2,-8502.01543,-8496.3273,-8495.3001,-8496.4056,1.0272000000004482
2,-8502.01543,-8496.3273,-8495.0766,-8496.5224,1.2507000000005064
3,-8502.01543,-8496.3273,-8495.5391,-8496.5225,0.7882000000008702
2,-8502.01543,-8496.3273,-8495.0121,-8496.305,1.3152000000009139
3,-8502.01543,-8496.3273,-8495.4054,-8496.6227,0.9219000000011874
3,-8502.01543,-8496.3273,-8495.2757,-8496.4393,1.0516000000006898
3,-8502.01543,-8496.3273,-8495.5545,-8496.5362,0.7728000000006432
