type,non-vacant energy (eV),initial energy (eV),saddle point (eV),final energy (eV),energy barrier (eV)
2,-8502.01543,-8495.6654,-8494.4521,-8495.7467,1.2132999999994354
2,-8502.01543,-8495.6654,-8494.7646,-8496.0794,0.9007999999994354
3,-8502.01543,-8495.6654,-8494.732,-8495.9749,0.9333999999998923
1,-8502.01543,-8495.6654,-8494.5327,-8495.6981,1.1327000000001135
3,-8502.01543,-8495.6654,-8494.6011,-8495.9002,1.064300000000003
3,-8502.01543,-8495.6654,-8494.5566,-8495.8903,1.1087999999999738
2,-8502.01543,-8495.6654,-8494.5777,-8495.7207,1.0877000000000407
2,-8502.01543,-8495.6654,-8494.6628,-8495.7081,1.002599999999802
1,-8502.01543,-8495.6654,-8494.6577,-8495.7571,1.0077000000001135
2,-8502.01543,-8495.6654,-8494.595,-8495.8418,1.070400000000518
2,-8502.01543,-8495.6654,-8494.4724,-8495.7506,1.1929999999993015
3,-8502.01543,-8495.6654,-8494.5986,-8495.829,1.0668000000005122
1,-8502.01543,-8496.4149,-8495.4263,-8496.5,0.9886000000005879
1,-8502.01543,-8496.4149,-8495.5509,-8496.5502,0.863999999999578
2,-8502.01543,-8496.4149,-8495.251,-8496.5471,1.1638999999995576
1,-8502.01543,-8496.4149,-8495.443,-8496.4033,0.9719000000004598
2,-8502.01543,-8496.4149,-8495.1158,-8496.339,1.2991000000001804
2,-8502.01543,-8496.4149,-8495.3811,-8496.5164,1.0337999999992462
1,-8502.01543,-8496.4149,-8495.515,-8496.3316,0.8999000000003434
1,-8502.01543,-8496.4149,-8495.4007,-8496.3514,1.0141999999996187
2,-8502.01543,-8496.4149,-8495.2448,-8496.349,1.1700999999993655
3,-8502.01543,-8496.4149,-8495.3824,-8496.5126,1.0324999999993452
2,-8502.01543,-8496.4149,-8495.3673,-8496.3411,1.0475999999998749
3,-8502.01543,-8496.4149,-8495.1759,-8496.278,1.238999999999578
1,-8502.01543,-8495.8113,-8494.7845,-8495.7762,1.0267999999996391
1,-8502.01543,-8495.8113,-8494.7814,-8495.8493,1.029899999999543
3,-8502.01543,-8495.8113,-8494.8028,-8495.7176,1.0084999999999127
2,-8502.01543,-8495.8113,-8494.6629,-8495.8914,1.1484000000000378
3,-8502.01543,-8495.8113,-8494.5961,-8495.9174,1.215199999998731
1,-8502.01543,-8495.8113,-8494.6551,-8495.7786,1.1561999999994441
1,-8502.01543,-8495.8113,-8494.7143,-8495.7134,1.0969999999997526
3,-8502.01543,-8495.8113,-8494.7298,-8495.7551,1.0815000000002328
2,-8502.01543,-8495.8113,-8494.646,-8495.9213,1.1652999999987514
3,-8502.01543,-8495.8113,-8494.5156,-8495.7729,1.2956999999987602
1,-8502.01543,-8495.8113,-8494.5316,-8495.6152,1.2796999999991385
2,-8502.01543,-8495.8113,-8494.7224,-8495.742,1.08889999999883
2,-8502.01543,-8495.7075,-8494.2633,-8495.6975,1.4441999999999098
1,-8502.01543,-8495.7075,-8494.7861,-8495.6819,0.9214000000010856
3,-8502.01543,-8495.7075,-8494.3048,-8495.5741,1.40270000000055
3,-8502.01543,-8495.7075,-8494.4544,-8495.5707,1.253099999999904
1,-8502.01543,-8495.7075,-8494.9018,-8495.8111,0.8057000000007974
2,-8502.01543,-8495.7075,-8494.349,-8495.7735,1.3585000000002765
2,-8502.01543,-8495.7075,-8494.7267,-8495.6782,0.9808000000011816
3,-8502.01543,-8495.7075,-8494.6489,-8495.7809,1.0586000000002969
1,-8502.01543,-8495.7075,-8494.7409,-8495.7835,0.9665999999997439
2,-8502.01543,-8495.7075,-8494.7459,-8495.8164,0.9616000000005442
2,-8502.01543,-8495.7075,-8494.4094,-8495.6655,1.2980999999999767
3,-8502.01543,-8495.7075,-8494.6063,-8495.7047,1.101200000000972
2,-8502.01543,-8496.4191,-8495.3037,-8496.4095,1.1153999999987718
3,-8502.01543,-8496.4191,-8494.9898,-8496.2873,1.4292999999997846
3,-8502.01543,-8496.4191,-8495.3133,-8496.5026,1.1057999999993626
3,-8502.01543,-8496.4191,-8494.9876,-8496.3873,1.4314999999987776
3,-8502.01543,-8496.4191,-8495.3788,-8496.4039,1.0402999999987514
2,-8502.01543,-8496.4191,-8495.1591,-8496.3469,1.2599999999983993
3,-8502.01543,-8496.4191,-8495.2803,-8496.4365,1.1387999999988097
3,-8502.01543,-8496.4191,-8495.1929,-8496.303,1.226199999999153
2,-8502.01543,-8496.4191,-8495.0437,-8496.4035,1.37539999999899
2,-8502.01543,-8496.4191,-8495.1864,-8496.4264,1.2326999999986583
2,-8502.01543,-8496.4191,-8495.2928,-8496.4673,1.126299999999901
1,-8502.01543,-8496.4191,-8495.6696,-8496.5657,0.7494999999998981
3,-8502.01543,-8496.2324,-8494.9538,-8496.3692,1.278600000001461
1,-8502.01543,-8496.2324,-8494.973,-8496.2538,1.2594000000008236
3,-8502.01543,-8496.2324,-8495.0639,-8496.2883,1.1685000000015862
3,-8502.01543,-8496.2324,-8495.0227,-8496.3644,1.2097000000012486
3,-8502.01543,-8496.2324,-8495.1974,-8496.3246,1.0350000000016735
3,-8502.01543,-8496.2324,-8495.3977,-8496.5523,0.8347000000012486
2,-8502.01543,-8496.2324,-8494.7954,-8496.3453,1.4369999999998981
3,-8502.01543,-8496.2324,-8495.1022,-8496.3121,1.1302000000014232
2,-8502.01543,-8496.2324,-8495.0411,-8496.5166,1.1913000000004104
3,-8502.01543,-8496.2324,-8495.3213,-8496.4757,0.91110000000117
3,-8502.01543,-8496.2324,-8495.3078,-8496.3742,0.9246000000002823
2,-8502.01543,-8496.2324,-8494.8762,-8496.0948,1.3562000000001717
3,-8502.01543,-8495.5137,-8494.1833,-8495.3026,1.3303999999989173
2,-8502.01543,-8495.5137,-8494.371,-8495.6123,1.1427000000003318
2,-8502.01543,-8495.5137,-8494.582,-8495.7402,0.9316999999991822
3,-8502.01543,-8495.5137,-8494.4321,-8495.5052,1.0815999999995256
1,-8502.01543,-8495.5137,-8494.5104,-8495.5771,1.0033000000003085
3,-8502.01543,-8495.5137,-8494.275,-8495.5309,1.2386999999998807
3,-8502.01543,-8495.5137,-8494.3112,-8495.5685,1.202499999999418
2,-8502.01543,-8495.5137,-8494.248,-8495.6312,1.2656999999999243
2,-8502.01543,-8495.5137,-8494.3408,-8495.5536,1.1728999999995722
3,-8502.01543,-8495.5137,-8494.485,-8495.6419,1.0286999999989348
2,-8502.01543,-8495.5137,-8494.5278,-8495.5806,0.985899999999674
2,-8502.01543,-8495.5137,-8494.5839,-8495.6365,0.9297999999998865
2,-8502.01543,-8496.4953,-8495.1099,-8496.2573,1.3854000000010274
2,-8502.01543,-8496.4953,-8495.1796,-8496.4205,1.3157000000010157
3,-8502.01543,-8496.4953,-8495.3474,-8496.4571,1.147899999999936
1,-8502.01543,-8496.4953,-8495.3806,-8496.5121,1.1147000000000844
3,-8502.01543,-8496.4953,-8495.2877,-8496.2845,1.2075999999997293
1,-8502.01543,-8496.4953,-8495.3996,-8496.5596,1.0956999999998516
1,-8502.01543,-8496.4953,-8495.2853,-8496.4586,1.2100000000009459
3,-8502.01543,-8496.4953,-8495.2221,-8496.3839,1.2731999999996333
1,-8502.01543,-8496.4953,-8495.7312,-8496.545,0.764100000000326
2,-8502.01543,-8496.4953,-8495.4927,-8496.4314,1.002599999999802
3,-8502.01543,-8496.4953,-8495.5618,-8496.563,0.9335000000010041
3,-8502.01543,-8496.4953,-8495.1604,-8496.2342,1.334899999999834
1,-8502.01543,-8495.6507,-8494.5579,-8495.7105,1.0928000000003522
1,-8502.01543,-8495.6507,-8494.4905,-8495.7786,1.160200000000259
3,-8502.01543,-8495.6507,-8494.5003,-8495.5706,1.1504000000004453
3,-8502.01543,-8495.6507,-8494.2871,-8495.4329,1.363600000000588
2,-8502.01543,-8495.6507,-8494.4497,-8495.5368,1.2010000000009313
1,-8502.01543,-8495.6507,-8494.3985,-8495.6602,1.252200000000812
3,-8502.01543,-8495.6507,-8494.3649,-8495.3748,1.2857999999996537
3,-8502.01543,-8495.6507,-8494.2713,-8495.4788,1.379399999999805
3,-8502.01543,-8495.6507,-8494.302,-8495.5563,1.3487000000004628
1,-8502.01543,-8495.6507,-8494.8452,-8495.6385,0.8055000000003929
2,-8502.01543,-8495.6507,-8494.4636,-8495.4837,1.18710000000101
3,-8502.01543,-8495.6507,-8494.2462,-8495.401,1.404500000000553
2,-8502.01543,-8495.6981,-8494.5577,-8495.7219,1.140400000000227
2,-8502.01543,-8495.6981,-8494.5663,-8495.6698,1.1317999999992026
2,-8502.01543,-8495.6981,-8494.6201,-8495.6205,1.0779999999995198
2,-8502.01543,-8495.6981,-8494.8241,-8495.9569,0.8739999999997963
3,-8502.01543,-8495.6981,-8494.6185,-8495.7346,1.0795999999991182
2,-8502.01543,-8495.6981,-8494.3516,-8495.7218,1.3464999999996508
1,-8502.01543,-8495.6981,-8494.6145,-8495.7743,1.083599999999933
2,-8502.01543,-8495.6981,-8494.3045,-8495.7195,1.3935999999994237
1,-8502.01543,-8495.6981,-8494.6917,-8495.7038,1.0064000000002125
3,-8502.01543,-8495.6981,-8494.3571,-8495.8237,1.3410000000003492
1,-8502.01543,-8495.6981,-8494.5327,-8495.6654,1.1653999999998632
3,-8502.01543,-8495.6981,-8494.3447,-8495.7778,1.353399999999965
3,-8502.01543,-8495.4698,-8494.1818,-8495.511,1.2880000000004657
3,-8502.01543,-8495.4698,-8494.4328,-8495.5594,1.037000000000262
3,-8502.01543,-8495.4698,-8494.2932,-8495.4787,1.1766000000006898
3,-8502.01543,-8495.4698,-8494.1153,-8495.5515,1.3545000000012806
1,-8502.01543,-8495.4698,-8494.5277,-8495.5177,0.9421000000002095
3,-8502.01543,-8495.4698,-8494.4551,-8495.727,1.0147000000015396
2,-8502.01543,-8495.4698,-8494.3551,-8495.5668,1.1147000000000844
3,-8502.01543,-8495.4698,-8494.3289,-8495.4729,1.1409000000003289
3,-8502.01543,-8495.4698,-8494.3686,-8495.5305,1.101200000000972
1,-8502.01543,-8495.4698,-8494.4524,-8495.5529,1.0174000000006345
3,-8502.01543,-8495.4698,-8494.2996,-8495.7637,1.1702000000004773
3,-8502.01543,-8495.4698,-8494.3042,-8495.5494,1.1656000000002678
2,-8502.01543,-8495.5572,-8494.3501,-8495.5905,1.2070999999996275
1,-8502.01543,-8495.5572,-8494.6539,-8495.5808,0.9032999999999447
2,-8502.01543,-8495.5572,-8494.3228,-8495.4441,1.2343999999993684
3,-8502.01543,-8495.5572,-8494.4805,-8495.4343,1.0766999999996187
3,-8502.01543,-8495.5572,-8494.4857,-8495.6295,1.0715000000000146
3,-8502.01543,-8495.5572,-8494.3485,-8495.5964,1.2086999999992258
1,-8502.01543,-8495.5572,-8494.357,-8495.5112,1.2001999999993131
1,-8502.01543,-8495.5572,-8494.4488,-8495.5231,1.1083999999991647
1,-8502.01543,-8495.5572,-8494.5237,-8495.5461,1.033499999999549
2,-8502.01543,-8495.5572,-8494.5551,-8495.5749,1.0020999999997002
3,-8502.01543,-8495.5572,-8494.3445,-8495.4624,1.2127000000000407
1,-8502.01543,-8495.5572,-8494.4779,-8495.4641,1.0792999999994208
1,-8502.01543,-8495.4742,-8494.5127,-8495.6129,0.9615000000012515
3,-8502.01543,-8495.4742,-8494.3867,-8495.4659,1.0875000000014552
2,-8502.01543,-8495.4742,-8494.2981,-8495.6438,1.176100000000588
3,-8502.01543,-8495.4742,-8494.3706,-8495.3623,1.1036000000003696
2,-8502.01543,-8495.4742,-8494.4005,-8495.4283,1.0737000000008265
1,-8502.01543,-8495.4742,-8494.7283,-8495.6689,0.7458999999998923
1,-8502.01543,-8495.4742,-8494.409,-8495.5467,1.0652000000009139
3,-8502.01543,-8495.4742,-8493.9933,-8495.368,1.4809000000004744
2,-8502.01543,-8495.4742,-8494.3167,-8495.6024,1.1575000000011642
1,-8502.01543,-8495.4742,-8494.5658,-8495.5217,0.9084000000002561
3,-8502.01543,-8495.4742,-8494.389,-8495.6731,1.0852000000013504
1,-8502.01543,-8495.4742,-8494.385,-8495.442,1.0892000000003463
2,-8502.01543,-8495.636,-8494.5217,-8495.7414,1.1143000000010943
3,-8502.01543,-8495.636,-8494.4243,-8495.7678,1.211699999999837
2,-8502.01543,-8495.636,-8494.508,-8495.6896,1.1280000000006112
2,-8502.01543,-8495.636,-8494.3818,-8495.7377,1.2542000000012195
2,-8502.01543,-8495.636,-8494.639,-8495.747,0.9970000000012078
3,-8502.01543,-8495.636,-8494.6631,-8495.7924,0.9729000000006636
2,-8502.01543,-8495.636,-8494.3467,-8495.5628,1.2893000000003667
2,-8502.01543,-8495.636,-8494.6668,-8495.6177,0.969199999999546
1,-8502.01543,-8495.636,-8494.5764,-8495.7316,1.0596000000005006
2,-8502.01543,-8495.636,-8494.3106,-8495.7321,1.3253999999997177
2,-8502.01543,-8495.636,-8494.6047,-8495.707,1.0313000000005559
2,-8502.01543,-8495.636,-8494.6829,-8495.8299,0.9531000000006316
2,-8502.01543,-8495.7583,-8494.6284,-8495.9034,1.1298999999999069
2,-8502.01543,-8495.7583,-8494.6294,-8495.715,1.1288999999997031
2,-8502.01543,-8495.7583,-8494.5189,-8495.7178,1.239400000000387
1,-8502.01543,-8495.7583,-8494.9016,-8495.7276,0.8567000000002736
1,-8502.01543,-8495.7583,-8494.8447,-8495.837,0.9135999999998603
2,-8502.01543,-8495.7583,-8494.5853,-8495.8201,1.172999999998865
1,-8502.01543,-8495.7583,-8494.7834,-8495.8188,0.974899999999252
1,-8502.01543,-8495.7583,-8494.7952,-8495.7853,0.9630999999990308
3,-8502.01543,-8495.7583,-8494.7146,-8495.6685,1.0437000000001717
3,-8502.01543,-8495.7583,-8494.9397,-8495.9711,0.8185999999986961
1,-8502.01543,-8495.7583,-8494.8648,-8495.7205,0.893500000000131
3,-8502.01543,-8495.7583,-8494.6513,-8495.8795,1.106999999999971
3,-8502.01543,-8495.5794,-8494.2726,-8495.3817,1.306800000000294
2,-8502.01543,-8495.5794,-8494.3523,-8495.5081,1.227100000000064
3,-8502.01543,-8495.5794,-8494.3957,-8495.6023,1.1837000000014086
1,-8502.01543,-8495.5794,-8494.4454,-8495.6453,1.1340000000000146
2,-8502.01543,-8495.5794,-8494.2698,-8495.4784,1.3096000000005006
3,-8502.01543,-8495.5794,-8494.3178,-8495.4224,1.2615999999998166
2,-8502.01543,-8495.5794,-8494.6165,-8495.6031,0.9629000000004453
3,-8502.01543,-8495.5794,-8494.3564,-8495.5621,1.2229999999999563
1,-8502.01543,-8495.5794,-8494.3952,-8495.5347,1.1841999999996915
3,-8502.01543,-8495.5794,-8494.2179,-8495.3419,1.3615000000008877
2,-8502.01543,-8495.5794,-8494.3953,-8495.7233,1.1841000000003987
1,-8502.01543,-8495.5794,-8494.64,-8495.6762,0.9394000000011147
2,-8502.01543,-8496.4241,-8495.2297,-8496.5056,1.1944000000003143
3,-8502.01543,-8496.4241,-8495.4931,-8496.3918,0.9310000000004948
2,-8502.01543,-8496.4241,-8495.1513,-8496.3574,1.2728000000006432
3,-8502.01543,-8496.4241,-8495.2178,-8496.2835,1.2062999999998283
2,-8502.01543,-8496.4241,-8495.3753,-8496.4414,1.0488000000004831
1,-8502.01543,-8496.4241,-8495.3219,-8496.449,1.1021999999993568
3,-8502.01543,-8496.4241,-8495.3693,-8496.5874,1.0547999999998865
2,-8502.01543,-8496.4241,-8495.1014,-8496.4469,1.3227000000006228
2,-8502.01543,-8496.4241,-8495.1568,-8496.4137,1.2672999999995227
3,-8502.01543,-8496.4241,-8495.4723,-8496.5157,0.9518000000007305
2,-8502.01543,-8496.4241,-8495.0786,-8496.4985,1.345499999999447
3,-8502.01543,-8496.4241,-8495.2168,-8496.3713,1.207300000000032
1,-8502.01543,-8495.8113,-8494.7845,-8495.7762,1.0267999999996391
1,-8502.01543,-8495.8113,-8494.7814,-8495.8493,1.029899999999543
3,-8502.01543,-8495.8113,-8494.8028,-8495.7176,1.0084999999999127
2,-8502.01543,-8495.8113,-8494.6629,-8495.8914,1.1484000000000378
3,-8502.01543,-8495.8113,-8494.5961,-8495.9174,1.215199999998731
1,-8502.01543,-8495.8113,-8494.6551,-8495.7786,1.1561999999994441
1,-8502.01543,-8495.8113,-8494.7143,-8495.7134,1.0969999999997526
3,-8502.01543,-8495.8113,-8494.7298,-8495.7551,1.0815000000002328
2,-8502.01543,-8495.8113,-8494.646,-8495.9213,1.1652999999987514
3,-8502.01543,-8495.8113,-8494.5156,-8495.7729,1.2956999999987602
1,-8502.01543,-8495.8113,-8494.5316,-8495.6152,1.2796999999991385
2,-8502.01543,-8495.8113,-8494.7224,-8495.742,1.08889999999883
3,-8502.01543,-8495.6909,-8494.5183,-8495.4755,1.1725999999998749
2,-8502.01543,-8495.6909,-8494.488,-8495.6419,1.202900000000227
3,-8502.01543,-8495.6909,-8494.5772,-8495.4318,1.1136999999998807
3,-8502.01543,-8495.6909,-8494.2018,-8495.4411,1.4890999999988708
3,-8502.01543,-8495.6909,-8494.3051,-8495.3854,1.3858000000000175
1,-8502.01543,-8495.6909,-8494.6165,-8495.6476,1.074399999999514
2,-8502.01543,-8495.6909,-8494.5901,-8495.8293,1.100800000000163
1,-8502.01543,-8495.6909,-8494.7259,-8495.7244,0.9650000000001455
3,-8502.01543,-8495.6909,-8494.6027,-8495.6253,1.0882000000001426
2,-8502.01543,-8495.6909,-8494.2253,-8495.6333,1.4655999999995402
3,-8502.01543,-8495.6909,-8494.4835,-8495.5283,1.2073999999993248
2,-8502.01543,-8495.6909,-8494.2724,-8495.5277,1.4184999999997672
2,-8502.01543,-8496.0961,-8495.184,-8496.2583,0.9121000000013737
3,-8502.01543,-8496.0961,-8495.2416,-8496.4257,0.8545000000012806
2,-8502.01543,-8496.0961,-8495.1275,-8496.2974,0.9686000000001513
3,-8502.01543,-8496.0961,-8495.0109,-8496.4245,1.0852000000013504
3,-8502.01543,-8496.0961,-8495.1013,-8496.413,0.9948000000003958
2,-8502.01543,-8496.0961,-8495.0531,-8496.4391,1.0430000000014843
3,-8502.01543,-8496.0961,-8495.0581,-8496.1802,1.0380000000004657
2,-8502.01543,-8496.0961,-8494.9085,-8496.5775,1.1876000000011118
3,-8502.01543,-8496.0961,-8494.9781,-8496.3318,1.118000000000393
3,-8502.01543,-8496.0961,-8494.7523,-8496.2293,1.3438000000005559
1,-8502.01543,-8496.0961,-8494.9802,-8496.1917,1.1159000000006927
3,-8502.01543,-8496.0961,-8494.9532,-8496.4161,1.1429000000007363
2,-8502.01543,-8495.6741,-8494.3474,-8495.739,1.3266999999996187
3,-8502.01543,-8495.6741,-8494.5877,-8495.628,1.0864000000001397
3,-8502.01543,-8495.6741,-8494.5401,-8495.5952,1.1340000000000146
1,-8502.01543,-8495.6741,-8494.5778,-8495.7959,1.0963000000010652
3,-8502.01543,-8495.6741,-8494.3277,-8495.7301,1.346400000000358
3,-8502.01543,-8495.6741,-8494.6481,-8495.6573,1.02599999999984
2,-8502.01543,-8495.6741,-8494.5675,-8495.6054,1.1066000000009808
2,-8502.01543,-8495.6741,-8494.3621,-8495.5832,1.3119999999998981
2,-8502.01543,-8495.6741,-8494.504,-8495.5316,1.1700999999993655
2,-8502.01543,-8495.6741,-8494.464,-8495.4333,1.2101000000002387
2,-8502.01543,-8495.6741,-8494.6633,-8495.6733,1.0108000000000175
2,-8502.01543,-8495.6741,-8494.5264,-8495.7389,1.1476999999995314
1,-8502.01543,-8495.7205,-8494.8647,-8495.7583,0.8557999999993626
2,-8502.01543,-8495.7205,-8494.5214,-8495.6342,1.1990999999998166
1,-8502.01543,-8495.7205,-8494.6614,-8495.7853,1.0590999999985797
3,-8502.01543,-8495.7205,-8494.3982,-8495.5072,1.3222999999998137
3,-8502.01543,-8495.7205,-8494.687,-8495.8017,1.033499999999549
3,-8502.01543,-8495.7205,-8494.496,-8495.6204,1.224500000000262
1,-8502.01543,-8495.7205,-8494.4907,-8495.824,1.229799999999159
3,-8502.01543,-8495.7205,-8494.5579,-8495.7191,1.1625999999996566
2,-8502.01543,-8495.7205,-8494.3217,-8495.6504,1.398799999999028
1,-8502.01543,-8495.7205,-8494.6347,-8495.7544,1.085799999998926
3,-8502.01543,-8495.7205,-8494.6252,-8495.6257,1.0952999999990425
1,-8502.01543,-8495.7205,-8494.6649,-8495.7144,1.0555999999996857
2,-8502.01543,-8495.6827,-8494.2342,-8495.4283,1.448499999998603
1,-8502.01543,-8495.6827,-8494.6879,-8495.7167,0.9947999999985768
1,-8502.01543,-8495.6827,-8494.7786,-8495.7533,0.9040999999997439
1,-8502.01543,-8495.6827,-8494.7942,-8495.6209,0.8884999999991123
1,-8502.01543,-8495.6827,-8494.752,-8495.606,0.9306999999989785
3,-8502.01543,-8495.6827,-8494.5563,-8495.4829,1.1263999999991938
2,-8502.01543,-8495.6827,-8494.4377,-8495.648,1.2449999999989814
2,-8502.01543,-8495.6827,-8494.5679,-8495.5142,1.1147999999993772
3,-8502.01543,-8495.6827,-8494.3544,-8495.4408,1.328299999999217
1,-8502.01543,-8495.6827,-8494.7608,-8495.6114,0.9218999999993684
3,-8502.01543,-8495.6827,-8494.4073,-8495.3794,1.2753999999986263
2,-8502.01543,-8495.6827,-8494.362,-8495.5197,1.3207000000002154
3,-8502.01543,-8495.553,-8494.3603,-8495.5996,1.1926999999996042
3,-8502.01543,-8495.553,-8494.4781,-8495.6463,1.0748999999996158
2,-8502.01543,-8495.553,-8494.1175,-8495.5046,1.4354999999995925
3,-8502.01543,-8495.553,-8494.4196,-8495.3932,1.13340000000062
1,-8502.01543,-8495.553,-8494.5793,-8495.5638,0.9737000000004628
2,-8502.01543,-8495.553,-8494.4089,-8495.6643,1.1440999999995256
2,-8502.01543,-8495.553,-8494.2371,-8495.491,1.3158999999996013
3,-8502.01543,-8495.553,-8494.4421,-8495.6821,1.110899999999674
1,-8502.01543,-8495.553,-8494.5777,-8495.5411,0.9753000000000611
3,-8502.01543,-8495.553,-8494.131,-8495.5702,1.4220000000004802
3,-8502.01543,-8495.553,-8494.1688,-8495.4225,1.384200000000419
3,-8502.01543,-8495.553,-8494.6268,-8495.6987,0.9261999999998807
3,-8502.01543,-8496.4099,-8495.2999,-8496.1982,1.110000000000582
3,-8502.01543,-8496.4099,-8495.1089,-8496.4274,1.3010000000012951
2,-8502.01543,-8496.4099,-8495.1791,-8496.3268,1.2308000000011816
2,-8502.01543,-8496.4099,-8495.3979,-8496.4162,1.0120000000006257
2,-8502.01543,-8496.4099,-8495.0963,-8496.3449,1.3136000000013155
1,-8502.01543,-8496.4099,-8495.4009,-8496.505,1.0090000000000146
3,-8502.01543,-8496.4099,-8495.3086,-8496.4673,1.1013000000002648
1,-8502.01543,-8496.4099,-8495.3406,-8496.4577,1.0693000000010215
2,-8502.01543,-8496.4099,-8495.2204,-8496.3612,1.1895000000004075
3,-8502.01543,-8496.4099,-8495.2275,-8496.433,1.1823999999996886
2,-8502.01543,-8496.4099,-8495.3309,-8496.492,1.0789999999997235
2,-8502.01543,-8496.4099,-8495.4961,-8496.4394,0.9138000000002648
3,-8502.01543,-8495.7115,-8494.6459,-8495.7286,1.065599999999904
2,-8502.01543,-8495.7115,-8494.4396,-8495.717,1.2718999999997322
2,-8502.01543,-8495.7115,-8494.2588,-8495.747,1.4526999999998225
3,-8502.01543,-8495.7115,-8494.8003,-8495.6953,0.9111999999986438
2,-8502.01543,-8495.7115,-8494.6642,-8495.8018,1.0473000000001775
1,-8502.01543,-8495.7115,-8494.7379,-8495.659,0.973599999999351
1,-8502.01543,-8495.7115,-8494.6737,-8495.7819,1.0378000000000611
3,-8502.01543,-8495.7115,-8494.6135,-8495.6868,1.0979999999999563
1,-8502.01543,-8495.7115,-8494.469,-8495.7883,1.242500000000291
2,-8502.01543,-8495.7115,-8494.7378,-8495.7751,0.9736999999986438
1,-8502.01543,-8495.7115,-8494.8979,-8495.7388,0.8135999999994965
3,-8502.01543,-8495.7115,-8494.6603,-8495.9035,1.0511999999998807
3,-8502.01543,-8496.4342,-8495.1297,-8496.2583,1.3045000000001892
2,-8502.01543,-8496.4342,-8495.0569,-8496.394,1.3773000000001048
3,-8502.01543,-8496.4342,-8495.4254,-8496.5916,1.00879999999961
1,-8502.01543,-8496.4342,-8495.1864,-8496.5482,1.247799999999188
3,-8502.01543,-8496.4342,-8495.1195,-8496.1589,1.314699999998993
3,-8502.01543,-8496.4342,-8495.1447,-8496.311,1.2894999999989523
3,-8502.01543,-8496.4342,-8495.257,-8496.3397,1.1772000000000844
3,-8502.01543,-8496.4342,-8494.853,-8496.2269,1.5812000000005355
3,-8502.01543,-8496.4342,-8495.445,-8496.45,0.9891999999999825
1,-8502.01543,-8496.4342,-8495.3661,-8496.4379,1.0681000000004133
2,-8502.01543,-8496.4342,-8495.1644,-8496.4648,1.269800000000032
1,-8502.01543,-8496.4342,-8495.3056,-8496.4489,1.1286000000000058
2,-8502.01543,-8495.7593,-8494.6805,-8495.8052,1.078799999999319
1,-8502.01543,-8495.7593,-8494.63,-8495.7034,1.1293000000005122
3,-8502.01543,-8495.7593,-8494.5905,-8495.6442,1.1687999999994645
2,-8502.01543,-8495.7593,-8494.4041,-8495.5386,1.355199999999968
2,-8502.01543,-8495.7593,-8494.3844,-8495.6519,1.3748999999988882
1,-8502.01543,-8495.7593,-8494.9397,-8495.9664,0.8195999999988999
1,-8502.01543,-8495.7593,-8494.9042,-8495.7822,0.8550999999988562
1,-8502.01543,-8495.7593,-8494.5969,-8495.7012,1.162399999999252
1,-8502.01543,-8495.7593,-8494.6778,-8495.8458,1.0815000000002328
3,-8502.01543,-8495.7593,-8494.5242,-8495.7169,1.2350999999998749
1,-8502.01543,-8495.7593,-8494.7199,-8495.7203,1.0393999999996595
3,-8502.01543,-8495.7593,-8494.4368,-8495.5079,1.3225000000002183
2,-8502.01543,-8496.5318,-8495.3475,-8496.5515,1.1843000000008033
3,-8502.01543,-8496.5318,-8495.5698,-8496.3873,0.9620000000013533
3,-8502.01543,-8496.5318,-8495.5828,-8496.5527,0.9490000000005239
1,-8502.01543,-8496.5318,-8495.3686,-8496.4743,1.1632000000008702
3,-8502.01543,-8496.5318,-8495.1733,-8496.4219,1.3585000000002765
3,-8502.01543,-8496.5318,-8495.4718,-8496.3723,1.0600000000013097
1,-8502.01543,-8496.5318,-8495.2497,-8496.3687,1.282100000000355
3,-8502.01543,-8496.5318,-8495.4007,-8496.4572,1.1311000000005151
2,-8502.01543,-8496.5318,-8495.3469,-8496.5023,1.184900000000198
2,-8502.01543,-8496.5318,-8495.0972,-8496.3416,1.4346000000005006
1,-8502.01543,-8496.5318,-8495.4575,-8496.4641,1.0743000000002212
1,-8502.01543,-8496.5318,-8495.3373,-8496.4263,1.194500000001426
3,-8502.01543,-8496.4674,-8495.317,-8496.5048,1.1504000000004453
3,-8502.01543,-8496.4674,-8495.101,-8496.2211,1.3663999999989755
2,-8502.01543,-8496.4674,-8494.9261,-8496.2798,1.5412999999989552
3,-8502.01543,-8496.4674,-8495.1729,-8496.3251,1.294499999999971
3,-8502.01543,-8496.4674,-8494.9752,-8496.1983,1.4921999999987747
3,-8502.01543,-8496.4674,-8495.3498,-8496.3801,1.1175999999995838
2,-8502.01543,-8496.4674,-8495.2156,-8496.3787,1.251800000000003
2,-8502.01543,-8496.4674,-8495.0273,-8496.389,1.440099999999802
3,-8502.01543,-8496.4674,-8495.3085,-8496.4099,1.158900000000358
1,-8502.01543,-8496.4674,-8495.5584,-8496.6072,0.9089999999996508
2,-8502.01543,-8496.4674,-8495.3026,-8496.4688,1.1647999999986496
1,-8502.01543,-8496.4674,-8495.3715,-8496.4857,1.0959000000002561
1,-8502.01543,-8495.8082,-8494.6788,-8495.6318,1.129399999999805
2,-8502.01543,-8495.8082,-8494.7998,-8495.7542,1.008399999998801
